MEM,SEC,FEH,MT,SEX,AGE,EDU,HS,CHILD,CS,Affluence Index,No. of Brands,Brand Runs,Total Volume,No. of  Trans,Value,Trans / Brand Runs,Vol/Tran,Avg. Price ,Pur Vol No Promo ,Pur Vol Promo 6,Pur Vol Other Promo ,"Br. Cd. 57, 144",Br. Cd. 55,Br. Cd. 272,Br. Cd. 286,Br. Cd. 24,Br. Cd. 481,Br. Cd. 352,Br. Cd. 5,Others 999,Pr Cat 1,Pr Cat 2,Pr Cat 3,Pr Cat 4,PropCat 5,PropCat 6,PropCat 7,PropCat 8,PropCat 9,PropCat 10,PropCat 11,PropCat 12,PropCat 13,PropCat 14,PropCat 15, maxBrCd 
1077200,4,3,10,2,4,1,2,4,1,7,2,6,11100,48,1273,8,231.25,11.47,1,0,0,0.55,0,0,0,0,0,0,0,0.45,0.4,0.6,0,0,0.6,0,0,0,0.4,0,0,0,0,0,0,0.55
1077300,4,3,10,2,4,2,9,1,1,5,3,10,22600,25,1747,2.5,904,7.73,1,0,0,0.21,0.2,0,0,0,0,0,0,0.59,0,0.25,0.2,0.55,0.8,0,0,0,0,0,0,0,0,0.2,0,0.212
1077390,3,3,10,2,3,4,7,2,1,16,2,15,30375,26,2389,1.73,1168.27,7.87,0.89,0,0.11,0,0.25,0,0,0,0,0,0,0.75,0,0.4,0.43,0.17,0.51,0.22,0,0.02,0,0,0,0,0,0.25,0,0.247
1077480,4,3,10,2,3,5,5,2,1,18,2,4,9200,19,691,4.75,484.21,7.51,1,0,0,0.04,0,0,0,0,0,0,0,0.96,0.02,0.14,0,0.84,0.98,0,0,0,0.02,0,0,0,0,0,0,0.043
1077500,3,3,10,2,3,4,2,4,1,13,1,1,7650,17,433.5,17,450,5.67,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
1077570,4,3,10,2,4,4,3,4,1,13,3,16,7775,18,988,1.13,431.94,12.71,0.92,0.02,0.06,0.23,0,0,0,0,0,0,0.02,0.76,0.26,0.74,0,0,0.8,0.04,0,0,0.03,0.14,0,0,0,0,0,0.225
1080020,2,0,0,0,2,0,0,5,0,0,3,9,7000,22,566,2.44,318.18,8.09,1,0,0,0.1,0.21,0,0,0,0,0,0,0.69,0.07,0.2,0.21,0.51,0.61,0.11,0.04,0,0.01,0,0,0,0,0.21,0,0.214
1080080,4,3,10,2,4,4,6,2,1,11,3,15,22500,27,2357.5,1.8,833.33,10.48,1,0,0,0.14,0,0,0,0,0,0,0.03,0.82,0.05,0.95,0,0,0.45,0.47,0,0,0,0,0,0,0,0,0.08,0.144
1080180,2,3,10,1,4,1,6,1,1,13,4,10,13100,42,1368.25,4.2,311.9,10.44,0.94,0,0.06,0.27,0.39,0,0,0,0,0,0.21,0.14,0.22,0.39,0.39,0,0.28,0.31,0,0,0,0,0,0.02,0,0.39,0,0.389
1080220,1,3,10,2,4,4,5,4,1,29,6,23,19225,56,2292,2.43,343.3,11.92,0.86,0.09,0.05,0.26,0,0,0.03,0,0.14,0.15,0.02,0.41,0.41,0.5,0,0.09,0.42,0.02,0.15,0,0.24,0.03,0.14,0,0,0,0,0.256
1080230,4,3,10,2,4,3,4,4,0,10,3,11,12325,27,1449,2.45,456.48,11.76,0.99,0,0.01,0.67,0,0,0,0,0,0,0.02,0.31,0.14,0.86,0,0,0.95,0.02,0,0,0,0.02,0,0,0,0,0,0.667
1080250,3,3,10,2,4,5,1,4,1,21,3,14,5300,20,580.5,1.43,265,10.95,0.87,0.04,0.09,0,0,0,0.19,0,0.04,0,0,0.77,0.17,0.25,0,0.58,0.51,0,0,0.45,0,0,0.04,0,0,0,0,0.189
1080330,4,3,10,2,2,3,6,1,1,10,6,39,11775,56,1312.75,1.44,210.27,11.15,0.76,0.23,0.01,0.05,0.03,0.02,0.12,0,0.04,0,0,0.75,0.33,0.46,0.08,0.14,0.59,0.06,0.01,0.13,0.01,0,0.04,0.03,0,0.03,0.12,0.119
1080380,3,3,5,1,2,1,2,4,1,15,3,7,17750,29,1936.5,4.14,612.07,10.91,0.97,0,0.03,0.59,0,0,0,0,0,0,0.01,0.4,0.06,0.94,0,0,0.94,0.01,0.03,0,0.02,0,0,0,0,0,0,0.592
1080390,4,3,10,2,4,4,4,4,1,17,4,18,27400,35,2804.5,1.94,782.86,10.24,0.94,0.02,0.05,0.02,0.13,0,0,0,0,0,0.02,0.83,0.09,0.54,0.16,0.21,0.38,0.46,0,0,0.01,0,0,0,0,0.15,0,0.126
1080470,2,0,0,0,4,0,0,5,0,0,1,12,2850,20,446,1.67,142.5,15.65,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.68,0,0.32,0,0,0,0,0,0,0,0,0
1080570,4,3,17,2,3,2,5,2,1,12,3,11,13100,26,1307,2.36,503.85,9.98,1,0,0,0.5,0.14,0,0,0,0,0,0,0.36,0.01,0.85,0.14,0,0.81,0.04,0,0,0,0.01,0,0,0,0.14,0,0.504
1080590,3,3,10,2,4,5,3,4,0,16,4,18,6400,44,1072,2.44,145.45,16.75,0.8,0.19,0.02,0.4,0,0,0.05,0,0.04,0,0,0.52,0.77,0.23,0,0,0.52,0,0.01,0.07,0.36,0,0.04,0,0,0,0.01,0.398
1080690,4,3,10,2,4,0,5,2,1,10,6,12,12455,29,915.9,2.42,429.48,7.35,0.98,0.02,0,0.04,0.69,0.02,0.1,0.01,0,0,0,0.15,0.02,0.3,0.69,0,0.22,0.03,0.01,0.02,0,0,0,0,0.01,0.69,0.02,0.686
1080750,3,3,10,2,4,5,5,2,1,11,7,21,10750,54,1989.5,2.57,199.07,18.51,0.97,0,0.04,0.06,0,0.03,0.07,0.38,0.08,0,0.13,0.25,0.62,0.38,0,0,0.19,0.13,0.03,0.03,0.02,0,0.08,0,0.44,0,0.08,0.384
1080820,4,1,4,2,4,1,8,2,2,11,2,12,11900,23,820,1.92,517.39,6.89,0.97,0,0.03,0,0.35,0,0,0,0,0,0,0.65,0.16,0.03,0.35,0.45,0.61,0,0,0,0,0,0,0,0,0.35,0.03,0.353
1080950,3,3,17,2,4,0,8,2,1,9,4,22,50895,42,6371.85,1.91,1211.79,12.52,0.92,0.05,0.04,0.56,0.05,0,0,0,0.1,0,0,0.29,0.21,0.74,0.05,0,0.72,0.08,0,0.02,0,0.03,0.1,0,0,0.05,0,0.563
1081110,2,1,4,2,4,4,5,4,1,15,3,12,19350,27,1362.5,2.25,716.67,7.04,0.91,0,0.09,0.11,0.73,0,0,0,0,0,0,0.16,0.05,0.22,0.73,0,0.2,0.05,0,0,0.02,0,0,0,0,0.73,0,0.729
1081140,3,3,10,2,3,5,3,2,1,15,3,10,5325,24,749.5,2.4,221.88,14.08,0.94,0,0.06,0,0.28,0,0,0,0,0,0.2,0.52,0.7,0.01,0.28,0,0.04,0.68,0,0,0,0,0,0,0,0.28,0,0.282
1081260,4,2,10,2,4,1,7,2,1,14,4,17,8775,27,1003,1.59,325,11.43,0.87,0.13,0,0.13,0,0.06,0,0,0,0,0.02,0.8,0.04,0.96,0,0,0.27,0.64,0.02,0.07,0,0,0,0,0,0,0,0.125
1081410,1,1,4,2,4,8,2,4,1,36,3,4,6400,22,624.5,5.5,290.91,9.76,1,0,0,0.09,0,0,0,0,0,0.89,0,0.02,0.02,0.98,0,0,0.09,0,0.89,0,0.02,0,0,0,0,0,0,0.891
1081490,3,1,4,2,4,3,6,2,2,19,3,7,16650,29,1625.5,4.14,574.14,9.76,1,0,0,0.25,0,0,0,0,0,0.71,0,0.04,0,1,0,0,0.26,0,0.71,0,0,0,0,0,0,0,0.03,0.709
1081530,2,1,8,2,4,5,5,1,1,22,6,29,15700,34,2055,1.17,461.76,13.09,0.94,0.03,0.03,0.11,0,0.12,0,0.01,0.03,0.03,0,0.71,0.28,0.7,0,0.02,0.54,0.1,0.03,0.24,0,0,0.03,0,0.05,0,0,0.115
1081640,2,1,4,2,4,5,6,2,1,36,4,16,5775,24,1161,1.5,240.63,20.1,0.93,0.07,0,0.17,0,0,0,0.03,0,0,0.13,0.67,0.8,0.2,0,0,0.61,0.13,0,0,0,0,0,0,0.2,0,0.07,0.173
1081720,1,0,0,0,2,0,0,5,0,0,1,1,400,1,42,1,400,10.5,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1081820,3,2,10,2,4,3,5,4,1,14,2,15,13200,44,1131.5,2.93,300,8.57,0.9,0.07,0.03,0,0.56,0,0,0,0,0,0,0.44,0.33,0.12,0.56,0,0.02,0.11,0.01,0,0.3,0,0,0,0,0.56,0,0.557
1081850,4,1,10,2,4,4,5,4,2,9,5,26,28575,61,2688.75,2.35,468.44,9.41,0.92,0.03,0.06,0.29,0.35,0.01,0,0,0,0,0.02,0.34,0.14,0.51,0.35,0.01,0.47,0.07,0.04,0.02,0.05,0.01,0,0,0,0.35,0,0.346
1081900,2,2,17,2,4,5,5,4,1,12,3,4,16350,22,1091.5,5.5,743.18,6.68,1,0,0,0.03,0.89,0,0,0,0,0,0,0.08,0.06,0.06,0.89,0,0.06,0.06,0,0,0,0,0,0,0,0.89,0,0.89
1082020,4,3,10,2,2,4,9,2,1,11,2,2,22050,24,2153.5,12,918.75,9.77,0.96,0,0.05,0,0,0,0,0,0,0.99,0.01,0,0.01,0.99,0,0,0,0.01,0.99,0,0,0,0,0,0,0,0,0.993
1082110,4,3,10,2,3,3,3,4,1,4,4,11,7775,36,576,3.27,215.97,7.41,0.99,0,0.01,0.08,0.62,0,0.1,0,0,0,0,0.2,0,0.34,0.64,0.01,0.19,0.16,0,0,0,0,0,0,0,0.64,0,0.617
1082190,3,3,10,2,2,5,7,1,1,11,3,16,19975,31,1544,1.94,644.35,7.73,0.97,0.03,0,0,0.59,0,0,0,0.05,0,0,0.37,0.01,0.25,0.71,0.04,0.04,0.2,0,0,0.01,0,0.05,0,0,0.71,0,0.586
1082210,4,3,10,2,2,1,4,4,1,17,4,26,17695,59,1369.5,2.27,299.92,7.74,0.96,0,0.04,0.01,0.61,0,0,0,0,0,0.05,0.33,0.16,0.02,0.82,0.01,0.03,0.13,0.02,0,0.01,0,0,0.01,0,0.8,0.01,0.61
1082260,4,0,0,0,3,0,0,5,0,0,4,6,11125,17,741.5,2.83,654.41,6.67,1,0,0,0,0.84,0,0.14,0,0,0,0.01,0.01,0.01,0.15,0.84,0,0.14,0.01,0.01,0,0,0,0,0.01,0,0.84,0,0.836
1085080,4,3,10,2,4,4,5,4,1,11,1,1,23250,23,1317.5,23,1010.87,5.67,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
1085220,4,0,0,0,4,0,0,5,0,0,1,1,225,1,42,1,225,18.67,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1085230,2,3,10,2,4,5,6,4,1,13,5,30,11375,47,1408,1.57,242.02,12.38,0.93,0.07,0,0.31,0.11,0,0.07,0.09,0,0,0,0.43,0.3,0.48,0.12,0.1,0.7,0,0.04,0.02,0,0,0,0,0.09,0.12,0.03,0.312
1085290,3,1,10,2,4,4,2,4,1,18,5,30,9500,55,1228.5,1.83,172.73,12.93,0.92,0,0.08,0.2,0,0.26,0.02,0,0,0.06,0,0.46,0.24,0.71,0,0.06,0.4,0,0.13,0.33,0.14,0,0,0,0,0,0,0.261
1085340,4,3,17,2,4,4,4,4,1,12,2,17,9700,24,790,1.41,404.17,8.14,0.77,0.23,0,0,0,0,0,0,0.01,0,0,0.99,0.08,0.08,0.29,0.55,0.7,0,0,0,0,0,0.01,0,0,0.29,0,0.008
1085460,1,1,10,2,4,5,3,4,1,15,4,11,7150,30,899.5,2.73,238.33,12.58,0.8,0.06,0.14,0.71,0,0,0,0,0.01,0,0.02,0.26,0.23,0.77,0,0,0.76,0.02,0,0,0,0.19,0.03,0,0,0,0,0.71
1085480,4,3,10,2,4,2,4,4,1,8,5,10,14525,34,1349,3.4,427.21,9.29,0.8,0.03,0.17,0,0.73,0,0,0.08,0.03,0.03,0,0.12,0.2,0.07,0.73,0,0.08,0.01,0.03,0.02,0,0.02,0.03,0,0.08,0.73,0,0.733
1085530,3,3,10,2,4,7,3,4,1,13,6,12,6050,21,533.5,1.75,288.1,8.82,1,0,0,0.17,0.42,0.06,0,0,0,0.02,0.01,0.32,0.09,0.49,0.42,0,0.26,0.06,0.09,0.06,0,0,0,0,0,0.42,0.1,0.421
1085590,4,3,10,2,4,4,8,4,0,13,3,8,5900,8,385,1,737.5,6.53,1,0,0,0.1,0.31,0,0,0,0,0,0,0.59,0,0.1,0.9,0,0.1,0.14,0,0,0,0,0,0,0,0.76,0,0.305
1085630,3,3,10,2,4,4,2,4,2,11,1,1,4275,15,548,15,285,12.82,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1090040,2,3,10,2,3,6,2,4,1,34,2,11,9525,24,1238.5,2.18,396.88,13,1,0,0,0.32,0,0,0,0,0,0,0,0.69,0.78,0.22,0,0,0.38,0,0.62,0,0,0,0,0,0,0,0,0.315
1094030,3,3,10,2,4,4,2,4,1,13,3,14,6225,24,789,1.71,259.38,12.67,0.96,0,0.04,0.46,0,0,0,0,0,0.05,0,0.49,0.31,0.24,0,0.45,0.77,0,0.05,0.18,0,0,0,0,0,0,0,0.458
1094070,1,0,0,0,2,0,0,5,0,0,1,1,1800,1,183,1,1800,10.17,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1095130,2,3,10,2,3,5,3,2,1,32,5,49,7575,69,1045,1.41,109.78,13.8,0.7,0.26,0.04,0.15,0,0.05,0.08,0,0.01,0,0,0.72,0.45,0.49,0,0.06,0.42,0.08,0.03,0.36,0.05,0,0.01,0.01,0,0,0.03,0.145
1095140,1,0,0,0,1,0,0,5,0,0,3,6,2500,6,214.5,1,416.67,8.58,1,0,0,0.12,0.36,0,0,0,0,0,0,0.52,0,0.64,0.36,0,0.12,0.52,0,0,0,0,0,0,0,0.36,0,0.36
1095150,4,3,5,2,4,4,4,4,1,12,6,31,21300,53,2452,1.71,401.89,11.51,0.77,0.1,0.14,0.24,0.11,0.05,0,0,0,0.01,0.02,0.57,0.12,0.65,0.11,0.12,0.44,0.05,0.29,0.06,0.03,0,0,0.02,0,0.11,0,0.238
1095220,3,3,10,2,2,5,5,3,1,11,3,13,14450,30,1582.5,2.31,481.67,10.95,0.98,0,0.02,0.06,0,0,0,0,0,0,0.05,0.89,0.08,0.92,0,0,0.93,0.05,0.02,0,0,0,0,0,0,0,0,0.055
1095330,4,1,10,2,2,5,5,2,1,16,2,6,9700,25,1067.5,4.17,388,11.01,1,0,0,0.75,0,0,0,0,0,0,0,0.25,0.04,0.96,0,0,0.95,0.02,0.03,0,0,0,0,0,0,0,0,0.753
1097180,3,3,10,2,3,5,4,2,1,28,4,16,13900,43,1602,2.69,323.26,11.53,1,0,0,0.63,0,0,0.04,0,0.03,0,0,0.29,0.19,0.81,0,0,0.72,0.12,0,0,0.13,0,0.03,0,0,0,0,0.633
1097370,4,3,10,2,2,4,5,2,1,11,3,12,17175,28,1370.5,2.33,613.39,7.98,0.7,0.27,0.04,0,0.45,0,0,0,0.16,0,0,0.38,0.01,0.16,0.51,0.32,0.32,0,0.01,0,0,0,0.16,0,0,0.51,0,0.454
1097410,3,3,10,2,2,4,12,2,1,27,5,14,23775,18,2636,1.29,1320.83,11.09,1,0,0,0.53,0,0.04,0.05,0,0.01,0,0,0.37,0.1,0.84,0,0.06,0.82,0.03,0,0.13,0,0.01,0.01,0,0,0,0,0.534
1097450,4,3,10,2,2,4,4,4,1,9,5,25,10050,36,1025,1.44,279.17,10.2,0.91,0.09,0,0.13,0.24,0.13,0,0,0.15,0,0,0.36,0.08,0.44,0.27,0.21,0.4,0,0.02,0.16,0,0,0.15,0,0,0.27,0,0.239
1097530,3,2,10,2,4,5,5,4,1,14,2,4,8650,18,1548,4.5,480.56,17.9,0.9,0,0.1,0,0,0,0,0,0,0,0.97,0.03,0.99,0.01,0,0,0.02,0.97,0.01,0,0,0,0,0,0,0,0,0.971
1097540,4,3,10,2,2,5,4,1,1,13,4,10,6625,18,689.5,1.8,368.06,10.41,1,0,0,0.06,0,0,0.09,0,0.02,0,0,0.83,0.06,0.94,0,0,0.92,0,0.06,0,0,0,0.02,0,0,0,0,0.091
1100100,2,2,10,2,4,4,2,4,1,9,7,22,8225,40,1014.5,1.82,205.63,12.33,0.86,0.14,0,0.18,0.04,0,0.1,0.01,0.28,0,0.04,0.36,0.39,0.57,0.04,0,0.28,0.04,0.14,0,0.22,0,0.28,0,0.01,0.04,0,0.283
1100120,3,2,10,2,2,4,6,2,1,8,5,16,16850,27,1872,1.69,624.07,11.11,0.96,0.04,0,0.6,0,0,0,0,0.03,0.01,0.02,0.35,0.05,0.95,0,0,0.93,0.04,0.01,0,0,0,0.03,0,0,0,0,0.602
1100290,3,3,10,2,3,2,3,4,1,31,6,40,19325,47,2188.25,1.18,411.17,11.32,0.9,0.08,0.02,0.06,0,0.04,0,0,0.01,0.01,0.01,0.88,0.34,0.65,0.02,0,0.33,0.07,0.01,0.1,0.02,0.02,0.01,0,0,0,0.45,0.062
1100420,4,1,10,2,4,4,5,4,1,13,2,6,11800,26,1339.5,4.33,453.85,11.35,1,0,0,0.84,0,0,0,0,0,0,0,0.16,0.12,0.88,0,0,0.97,0,0.01,0,0.02,0,0,0,0,0,0,0.839
1100460,3,3,4,2,3,5,5,4,1,19,4,15,15510,32,1481.5,2.13,484.69,9.55,0.99,0.02,0,0.27,0,0,0,0,0,0.24,0.02,0.48,0.04,0.7,0.26,0,0.42,0.31,0.26,0,0.01,0,0,0,0,0,0,0.271
1100470,4,3,10,2,3,4,4,4,2,12,3,8,11800,25,1192.5,3.13,472,10.11,0.87,0.03,0.09,0.64,0.1,0,0,0,0,0,0,0.26,0.01,0.86,0.1,0.03,0.89,0,0,0,0.01,0,0,0,0,0.1,0,0.636
1100490,2,3,10,2,2,4,5,2,1,28,5,18,12925,28,1112.5,1.56,461.61,8.61,1,0,0,0.17,0.36,0.01,0,0,0,0.02,0,0.44,0.02,0.62,0.36,0,0.39,0.2,0.04,0.01,0,0,0,0,0,0.36,0,0.36
1100510,1,2,10,2,4,7,4,4,1,18,6,25,9025,32,1930,1.28,282.03,21.39,1,0,0,0.06,0.05,0,0,0.1,0.03,0,0.05,0.71,0.65,0.27,0.07,0,0.41,0.08,0,0.05,0,0.26,0.03,0,0.1,0.07,0,0.1
1100620,3,3,10,2,3,4,5,2,1,14,4,17,38925,32,4863,1.88,1216.41,12.49,0.98,0,0.02,0.12,0,0,0.03,0,0.3,0,0,0.55,0.14,0.8,0,0.06,0.49,0.17,0.02,0.03,0,0,0.3,0,0,0,0,0.304
1100790,3,3,10,2,4,4,3,4,1,28,3,16,22500,25,2455.25,1.56,900,10.91,1,0,0,0.09,0,0,0,0,0,0.11,0,0.81,0.11,0.89,0,0,0.77,0.04,0.19,0,0,0,0,0,0,0,0,0.107
1100860,2,1,5,2,1,7,2,4,1,19,3,8,6925,17,744,2.13,407.35,10.74,1,0,0,0.49,0,0.03,0,0,0,0,0,0.48,0.48,0.52,0,0,0.9,0,0,0.1,0,0,0,0,0,0,0,0.491
1100910,1,2,10,2,4,7,4,4,1,29,3,21,8800,41,1041.5,1.95,214.63,11.84,0.84,0.16,0,0,0,0.15,0.23,0,0,0,0,0.63,0.07,0.93,0,0,0.46,0.34,0,0.2,0,0,0,0,0,0,0,0.227
1101030,1,1,13,2,4,7,5,4,1,19,2,15,13675,30,1394,2,455.83,10.19,0.96,0.02,0.02,0,0,0,0,0,0,0.34,0,0.66,0.24,0.76,0,0,0.02,0.04,0.76,0,0.18,0,0,0,0,0,0,0.336
1101070,2,1,4,2,3,5,5,2,1,20,2,8,12200,25,1421,3.13,488,11.65,0.75,0.21,0.04,0,0,0.41,0,0,0,0,0,0.59,0.28,0.41,0,0.31,0.39,0,0,0.59,0.03,0,0,0,0,0,0,0.406
1101080,3,3,10,2,4,4,4,4,1,18,3,34,16600,54,2204,1.59,307.41,13.28,0.94,0.06,0,0.29,0,0.19,0,0,0,0,0,0.53,0.41,0.55,0,0.04,0.43,0.01,0.04,0.32,0.18,0.01,0,0,0,0,0.01,0.289
1104070,2,3,10,2,4,5,6,3,1,16,7,29,12675,50,1657.5,1.72,253.5,13.08,0.98,0.02,0,0.02,0.02,0.02,0,0.04,0.03,0.34,0,0.53,0.37,0.6,0.02,0.01,0.13,0.11,0.6,0.02,0.02,0.01,0.03,0,0.07,0.02,0,0.339
1104230,4,3,10,2,3,5,7,2,1,16,3,8,6900,16,712,2,431.25,10.32,1,0,0,0.83,0,0,0,0,0.04,0,0,0.13,0.03,0.87,0,0.1,0.93,0,0,0,0.03,0,0.04,0,0,0,0,0.826
1104380,3,0,0,0,2,0,0,5,0,0,1,2,900,2,104,1,450,11.56,0.67,0,0.33,0,0,0,0,0,0,0,0,1,0,0.67,0,0.33,0.33,0.67,0,0,0,0,0,0,0,0,0,0
1104490,2,1,5,2,4,4,15,2,1,10,3,8,48500,28,5425,3.5,1732.14,11.19,0.95,0.05,0,0.79,0.03,0,0,0,0,0,0,0.18,0.09,0.86,0.03,0.02,0.95,0,0,0,0,0,0,0,0.02,0.03,0,0.79
1104510,4,3,17,1,3,3,6,2,2,11,2,10,18200,38,1409.5,3.8,478.95,7.74,0.92,0.04,0.04,0,0.05,0,0,0,0,0,0,0.95,0.1,0.03,0.05,0.82,0.82,0.03,0,0,0.1,0,0,0,0,0.05,0,0.049
1104630,4,3,10,2,3,5,4,4,1,19,6,18,11100,34,865.5,1.89,326.47,7.8,0.82,0.09,0.1,0.05,0.05,0,0,0,0.01,0.02,0.02,0.86,0.14,0.08,0.05,0.73,0.89,0.02,0.02,0,0,0,0.01,0,0,0.05,0.01,0.054
1104740,3,3,10,2,2,5,5,2,1,11,5,17,24435,29,2583,1.71,842.59,10.57,1,0,0,0.7,0.02,0,0,0,0,0.07,0.02,0.19,0.06,0.92,0.02,0,0.87,0.02,0.07,0,0.01,0,0,0,0,0.02,0,0.7
1105040,2,3,10,2,3,5,5,2,2,13,4,18,19275,31,1889,1.72,621.77,9.8,0.99,0.01,0,0.05,0.02,0,0.06,0,0,0,0,0.88,0.3,0.69,0.02,0,0.12,0.02,0.31,0,0.07,0,0,0,0,0.02,0.47,0.062
1105100,4,0,0,0,2,0,0,5,0,0,5,20,9325,27,945.5,1.35,345.37,10.14,0.98,0.02,0,0.13,0,0.02,0.12,0,0,0.09,0,0.64,0.2,0.5,0,0.3,0.75,0.08,0.09,0.04,0.04,0,0,0,0,0,0,0.129
1105130,1,3,12,2,3,7,5,2,2,14,4,23,8125,38,720,1.65,213.82,8.86,0.94,0.02,0.05,0.04,0.35,0,0,0,0,0.01,0,0.6,0.13,0.44,0.4,0.03,0.16,0.37,0.03,0.04,0.01,0,0,0,0,0.4,0,0.351
1105150,3,3,10,2,4,5,4,4,1,17,5,16,10800,30,1215,1.88,360,11.25,1,0,0,0.6,0.04,0,0.22,0,0,0,0.05,0.08,0.14,0.82,0.04,0,0.86,0.06,0.01,0,0.02,0,0,0,0,0.04,0,0.604
1105250,2,3,10,2,2,7,5,1,1,13,6,29,13750,56,1472.75,1.93,245.54,10.71,0.96,0.04,0,0.27,0.21,0,0,0.01,0,0.06,0.02,0.44,0.19,0.61,0.21,0,0.33,0.32,0.07,0.01,0.04,0,0,0.01,0.01,0.21,0,0.271
1105370,4,3,5,2,3,4,6,3,1,16,3,20,12275,40,1904.5,2,306.88,15.52,0.95,0,0.06,0.07,0,0,0,0,0.01,0,0,0.93,0.63,0.37,0,0,0.07,0.83,0.01,0,0.04,0.04,0.01,0,0,0,0.01,0.067
1105400,3,3,10,2,2,5,4,2,1,30,4,23,11425,33,1318.5,1.43,346.21,11.54,0.82,0.18,0,0,0.08,0,0,0,0.02,0.03,0,0.88,0.32,0.6,0.08,0,0.2,0.07,0.34,0.06,0,0,0.02,0,0.02,0.08,0.22,0.079
1105580,2,1,16,2,2,5,3,2,1,23,4,12,6500,25,957,2.08,260,14.72,0.93,0.07,0,0,0,0.2,0,0,0.05,0,0.01,0.75,0.53,0.47,0,0,0.05,0.24,0.16,0.51,0,0,0.05,0,0,0,0,0.196
1105630,3,1,10,2,3,5,4,4,1,16,3,17,10000,40,1077.5,2.35,250,10.78,0.98,0,0.02,0.56,0.08,0,0,0,0,0,0,0.37,0.23,0.7,0.08,0,0.7,0,0.08,0,0.15,0,0,0,0,0.08,0,0.56
1105830,2,3,10,2,2,5,4,2,1,18,2,18,10925,22,1153,1.22,496.59,10.55,0.81,0.15,0.04,0.06,0,0,0,0,0,0,0,0.95,0.35,0.15,0,0.5,0.61,0.06,0.08,0.23,0,0.02,0,0,0,0,0,0.055
1105890,3,3,10,2,3,1,4,4,1,11,2,10,5350,22,539,2.2,243.18,10.07,1,0,0,0,0,0,0.36,0,0,0,0,0.65,0,0.45,0,0.55,0.71,0,0.1,0.2,0,0,0,0,0,0,0,0.355
1105900,4,3,10,2,2,6,4,3,1,9,2,15,14500,38,1538,2.53,381.58,10.61,1,0,0,0.42,0,0,0,0,0,0,0,0.58,0.11,0.64,0,0.25,0.9,0,0,0.01,0.09,0,0,0.01,0,0,0,0.419
1106020,2,3,10,2,4,5,5,4,1,14,5,16,14900,32,998,2,465.63,6.7,0.83,0,0.17,0.04,0.79,0,0.01,0,0,0.04,0,0.13,0.02,0.19,0.79,0.01,0.09,0.06,0.05,0.01,0.01,0,0,0,0,0.79,0,0.785
1106040,4,1,10,2,2,1,4,2,1,8,6,20,13100,31,1436,1.55,422.58,10.96,0.97,0,0.03,0.07,0,0,0.05,0,0.02,0.05,0.04,0.78,0.17,0.83,0,0,0.7,0.12,0.07,0,0.09,0,0.03,0,0,0,0,0.069
1106090,3,1,10,2,4,4,5,2,1,14,5,19,17850,34,1874,1.79,525,10.5,0.83,0.13,0.05,0,0.08,0,0.6,0,0.04,0,0.01,0.27,0.05,0.84,0.08,0.03,0.79,0.01,0.05,0.01,0.01,0.01,0.04,0.01,0,0.08,0,0.599
1106180,1,1,16,2,2,7,4,3,1,38,3,23,10800,32,1918.5,1.39,337.5,17.76,1,0,0,0,0,0,0.19,0.14,0,0,0,0.68,0.64,0.36,0,0,0.65,0.1,0.01,0,0.01,0.03,0,0.02,0.19,0,0,0.185
1106290,2,0,0,0,2,0,0,5,0,0,5,21,4250,23,658,1.1,184.78,15.48,1,0,0,0.17,0,0.16,0,0.05,0,0,0.02,0.61,0.44,0.56,0,0,0.52,0.21,0.05,0.16,0,0,0,0,0.05,0,0,0.165
