MEM,SEC,FEH,MT,SEX,AGE,EDU,HS,CHILD,CS,Affluence Index,No. of Brands,Brand Runs,Total Volume,No. of  Trans,Value,Trans / Brand Runs,Vol/Tran,Avg. Price ,Pur Vol No Promo ,Pur Vol Promo 6,Pur Vol Other Promo ,"Br. Cd. 57, 144",Br. Cd. 55,Br. Cd. 272,Br. Cd. 286,Br. Cd. 24,Br. Cd. 481,Br. Cd. 352,Br. Cd. 5,Others 999,Pr Cat 1,Pr Cat 2,Pr Cat 3,Pr Cat 4,PropCat 5,PropCat 6,PropCat 7,PropCat 8,PropCat 9,PropCat 10,PropCat 11,PropCat 12,PropCat 13,PropCat 14,PropCat 15, maxBrCd 
1144060,2,3,10,2,4,5,3,4,1,26,2,3,9500,25,1026,8.33,380,10.8,0.85,0,0.15,0.91,0,0,0,0,0,0,0,0.1,0.01,0.99,0,0,0.99,0,0,0,0,0.01,0,0,0,0,0,0.905
1145010,1,0,0,0,2,0,0,5,0,0,1,2,675,2,79.5,1,337.5,11.78,1,0,0,0,0,0,0,0,0,0,0,1,0.44,0.56,0,0,0.44,0,0,0.56,0,0,0,0,0,0,0,0
1145120,2,1,10,2,3,5,6,3,1,14,5,29,15850,61,2040,2.1,259.84,12.87,0.83,0.08,0.1,0.06,0,0,0.01,0,0.04,0,0.14,0.75,0.72,0.27,0,0.01,0.13,0.14,0.62,0,0.03,0,0.04,0,0,0,0.04,0.142
1145270,2,3,10,2,2,5,3,1,1,23,5,16,16375,23,1894.5,1.44,711.96,11.57,0.95,0.05,0,0.44,0,0,0,0,0.17,0.03,0.04,0.33,0.14,0.79,0,0.07,0.72,0.06,0.03,0,0,0,0.17,0.02,0,0,0,0.44
1145330,1,3,10,2,3,7,5,3,1,36,4,23,5735,46,965.3,2,124.67,16.83,0.9,0,0.11,0.42,0,0,0,0.12,0,0,0.01,0.45,0.47,0.52,0,0.01,0.58,0.01,0,0,0.05,0.03,0,0.18,0.12,0,0.03,0.418
1145380,2,0,0,0,2,0,0,5,0,0,3,11,6525,15,1006.5,1.36,435,15.43,0.84,0.17,0,0.12,0,0.18,0,0,0,0,0,0.69,0.23,0.77,0,0,0.12,0,0,0.75,0.05,0,0,0.08,0,0,0,0.184
1145390,1,0,0,0,2,0,0,5,0,0,2,10,1600,10,212,1,160,13.25,0.84,0.09,0.06,0,0,0,0,0.05,0,0,0,0.95,0.47,0.53,0,0,0.17,0.34,0,0,0.06,0,0,0.09,0.05,0,0.28,0.047
1145440,1,0,0,0,2,0,0,5,0,0,2,10,1675,12,287,1.2,139.58,17.13,0.91,0.09,0,0,0,0,0.24,0,0,0,0,0.76,0.76,0.24,0,0,0.24,0.13,0,0.27,0.06,0,0,0.3,0,0,0,0.239
1145470,3,1,14,2,1,4,4,1,1,15,2,7,5175,13,537,1.86,398.08,10.38,0.88,0,0.12,0.37,0,0,0,0,0,0,0,0.63,0,1,0,0,0.98,0.02,0,0,0,0,0,0,0,0,0,0.367
1145620,1,3,16,2,2,6,4,3,1,26,6,28,14250,48,2094,1.71,296.88,14.69,0.85,0.15,0,0.23,0,0.04,0,0.05,0.38,0,0.07,0.23,0.37,0.63,0,0,0.32,0.07,0,0.07,0,0.03,0.38,0.04,0.05,0,0.04,0.384
1145690,1,2,10,2,3,6,3,4,1,40,4,33,9800,56,1114.25,1.7,175,11.37,0.89,0.12,0,0.3,0,0,0,0.02,0,0.18,0,0.5,0.18,0.75,0,0.08,0.56,0.09,0.25,0.06,0,0.02,0,0,0.02,0,0.01,0.301
1145750,2,2,5,2,3,5,4,2,1,8,2,13,12400,25,1482.5,1.92,496,11.96,0.88,0.12,0,0,0,0.07,0,0,0,0,0,0.93,0.12,0.78,0,0.1,0.52,0.36,0,0.07,0,0,0,0,0,0,0.05,0.073
1145780,1,0,0,0,2,0,0,5,0,0,1,1,200,1,20,1,200,10,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1145960,1,1,5,2,2,7,3,1,1,26,5,21,5900,30,989.75,1.43,196.67,16.78,0.84,0.14,0.02,0.21,0,0.08,0,0.05,0.06,0,0,0.6,0.6,0.4,0,0,0.29,0,0,0.26,0,0,0.06,0.21,0.18,0,0,0.212
1145980,3,3,9,2,3,5,4,4,1,27,3,15,13125,32,1442,2.13,410.16,10.99,0.93,0.07,0,0.44,0,0,0.17,0,0,0,0,0.39,0.17,0.76,0,0.08,0.82,0,0.11,0.02,0,0.05,0,0,0,0,0,0.442
1146030,2,3,5,2,2,8,3,2,1,20,3,19,7800,26,1292,1.37,300,16.56,0.96,0.03,0.02,0.21,0,0.02,0,0,0,0,0,0.77,0.7,0.3,0,0,0.26,0.08,0,0.6,0,0,0,0.07,0,0,0,0.212
1146060,1,3,10,2,2,7,3,2,1,23,4,27,4150,33,703,1.22,125.76,16.94,0.76,0.24,0,0.22,0,0.05,0,0.07,0,0,0,0.66,0.54,0.3,0,0.16,0.61,0,0,0.11,0.02,0.18,0,0,0.07,0,0,0.217
1146140,1,1,4,2,3,7,5,2,1,24,6,31,8550,49,1150,1.58,174.49,13.45,0.95,0.02,0.04,0.16,0,0.1,0,0.01,0.04,0,0.07,0.62,0.33,0.68,0,0,0.65,0.08,0.03,0.18,0,0,0.04,0,0.02,0,0,0.161
1146240,1,0,0,0,2,0,0,5,0,0,2,4,1350,5,212,1.25,270,15.7,1,0,0,0.56,0,0,0,0,0,0,0,0.44,1,0,0,0,0.56,0,0.44,0,0,0,0,0,0,0,0,0.556
1146340,3,3,10,2,3,7,6,3,1,18,3,20,11050,43,1128,2.15,256.98,10.21,1,0,0,0.66,0.03,0,0,0,0,0,0,0.31,0.12,0.7,0.03,0.15,0.81,0.01,0.08,0.03,0.03,0,0,0,0,0.03,0.02,0.661
1146370,2,3,3,2,2,7,6,1,1,39,5,21,8495,29,1095,1.38,292.93,12.89,0.97,0.04,0,0.53,0,0.02,0.01,0.02,0,0,0,0.42,0.24,0.69,0,0.07,0.61,0.22,0.02,0.14,0,0,0,0,0.02,0,0,0.53
1146450,1,3,8,2,2,5,4,4,1,31,3,18,32025,64,3435.5,3.56,500.39,10.73,0.96,0.04,0.01,0,0.01,0,0,0.01,0,0,0,0.99,0.18,0.82,0.01,0,0.57,0.28,0,0,0.14,0,0,0,0.01,0.01,0,0.005
1146510,1,0,0,0,2,0,0,5,0,0,2,8,3300,8,380.5,1,412.5,11.53,0.93,0.07,0,0.15,0,0,0,0,0,0,0,0.85,0.18,0.68,0,0.14,0.27,0.11,0.23,0.39,0,0,0,0,0,0,0,0.152
1146620,1,0,0,0,2,0,0,5,0,0,1,1,300,1,40,1,300,13.33,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1146670,2,3,10,2,2,7,3,4,1,28,3,10,12000,23,1608.5,2.3,521.74,13.4,0.94,0.06,0,0,0,0.05,0,0,0.75,0,0,0.2,0.04,0.93,0,0.03,0.12,0,0.04,0.09,0,0,0.75,0,0,0,0,0.75
1146710,1,3,9,2,2,8,3,1,1,38,5,14,2525,15,352.5,1.07,168.33,13.96,0.91,0.09,0,0.04,0,0.21,0.04,0.03,0,0,0,0.68,0.33,0.52,0,0.16,0.59,0.17,0,0.21,0,0,0,0,0.03,0,0,0.208
1146760,1,0,0,0,2,0,0,5,0,0,5,17,18850,36,2696.5,2.12,523.61,14.31,1,0,0,0,0,0.07,0,0.05,0.31,0,0,0.57,0.21,0.79,0,0,0,0.41,0.13,0.07,0,0,0.31,0,0.05,0,0.03,0.306
1146840,1,0,0,0,2,0,0,5,0,0,3,11,5425,13,691.25,1.18,417.31,12.74,0.33,0.64,0.04,0,0,0.58,0,0,0,0,0.01,0.41,0.24,0.76,0,0,0.24,0.01,0.01,0.58,0.11,0,0,0.01,0,0,0.03,0.581
1146930,1,0,0,0,2,0,0,5,0,0,3,10,5575,25,1239.5,2.5,223,22.23,1,0,0,0.05,0,0,0,0.27,0,0,0,0.68,0.96,0.04,0,0,0.51,0.07,0.08,0,0,0.07,0,0,0.27,0,0,0.269
1146970,2,3,10,2,3,5,5,3,1,34,5,20,8500,36,1331.5,1.8,236.11,15.66,0.93,0.03,0.05,0.11,0,0.01,0.07,0,0,0,0.1,0.72,0.83,0.17,0,0,0.19,0.28,0,0.34,0.19,0,0,0,0,0,0,0.109
1147250,1,3,12,2,3,5,4,2,1,26,2,8,9450,17,1161,2.13,555.88,12.29,1,0,0,0.84,0,0,0,0,0,0,0,0.16,0.24,0.7,0,0.06,0.91,0,0.02,0,0,0.08,0,0,0,0,0,0.841
1147390,1,3,17,2,3,9,4,2,1,45,3,9,28800,25,3970.5,2.78,1152,13.79,1,0,0,0,0,0.39,0,0,0.54,0,0,0.07,0.06,0.93,0,0.02,0.02,0,0,0.45,0,0,0.54,0,0,0,0,0.539
1147430,2,3,10,2,2,5,4,3,1,15,2,18,12700,33,1050,1.83,384.85,8.27,0.91,0.09,0,0.05,0,0,0,0,0,0,0,0.95,0.16,0.13,0,0.71,0.89,0,0,0,0.11,0,0,0,0,0,0,0.047
1147500,3,3,10,2,3,6,5,2,1,23,3,13,14525,28,1607,2.15,518.75,11.06,0.9,0.06,0.04,0.06,0,0.01,0,0,0,0,0,0.93,0.08,0.89,0.03,0,0.92,0.06,0,0.01,0,0,0,0.01,0,0,0,0.057
1147580,1,3,10,2,2,5,3,1,1,47,2,14,6725,22,1191.75,1.57,305.68,17.72,0.89,0.11,0,0.09,0,0,0,0,0,0,0,0.91,0.89,0.11,0,0,0.62,0.05,0,0,0.07,0.19,0.07,0,0,0,0,0.089
1147590,2,3,10,2,2,5,4,3,1,16,3,12,7625,21,1170,1.75,363.1,15.34,1,0,0,0.06,0.32,0,0,0,0,0,0,0.63,0.69,0,0.32,0,0.13,0,0,0,0,0.52,0,0.04,0,0.32,0,0.315
1147670,1,2,10,2,4,5,10,3,1,19,2,3,12300,20,1213.5,6.67,615,9.87,1,0,0,0,0,0,0,0,0,0.89,0,0.11,0.11,0.89,0,0,0,0,0.89,0,0.11,0,0,0,0,0,0,0.886
1147700,2,1,4,2,2,5,4,3,1,27,4,18,13085,19,1849.5,1.06,688.68,14.13,0.84,0.16,0,0.15,0,0.05,0,0,0.03,0,0,0.77,0.53,0.42,0,0.05,0.22,0.11,0.03,0.09,0,0,0.03,0.01,0,0,0.51,0.149
1147740,1,3,5,2,2,7,4,3,1,22,7,28,11025,44,1603,1.57,250.57,14.54,1,0,0,0.32,0,0.02,0.02,0.1,0,0.02,0.05,0.48,0.46,0.53,0,0.01,0.49,0.08,0.11,0.15,0,0.07,0,0,0.1,0,0,0.315
1147820,2,1,4,2,2,7,3,2,1,21,2,13,6825,16,747.5,1.23,426.56,10.95,1,0,0,0.71,0,0,0,0,0,0,0,0.29,0.18,0.78,0,0.04,0.99,0,0,0,0.02,0,0,0,0,0,0,0.707
1147850,1,1,4,2,3,6,5,2,1,30,4,11,5200,13,781.5,1.18,400,15.03,1,0,0,0.09,0,0.06,0,0,0,0.14,0,0.72,0.69,0.19,0,0.12,0.79,0,0.14,0.06,0,0.01,0,0,0,0,0,0.135
1147910,1,0,0,0,2,0,0,5,0,0,1,1,500,1,52.5,1,500,10.5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1147940,2,3,10,2,2,5,5,1,1,11,4,18,6050,26,921.5,1.44,232.69,15.23,0.96,0.04,0,0.03,0,0.06,0,0.09,0,0,0,0.82,0.26,0.68,0.03,0.03,0.06,0,0,0.77,0,0,0,0.05,0.09,0.03,0,0.087
1147960,3,3,10,2,2,4,5,1,1,15,7,24,6500,35,715.5,1.46,185.71,11.01,0.92,0.05,0.02,0.22,0.12,0.08,0.03,0,0,0.06,0.07,0.43,0.2,0.6,0.14,0.06,0.44,0.1,0.17,0.08,0.06,0,0,0.02,0,0.14,0,0.215
1148010,2,1,13,2,2,4,4,1,1,19,4,6,8300,15,2766,2.5,553.33,33.33,1,0,0,0.13,0,0.04,0,0,0.05,0,0,0.78,0.84,0.16,0,0,0.13,0,0,0.04,0,0.78,0.05,0,0,0,0,0.127
1148070,2,3,10,2,2,4,5,2,0,12,2,4,6325,17,754.5,4.25,372.06,11.93,0.8,0,0.2,0,0.02,0,0,0,0,0,0,0.98,0.63,0.35,0.02,0,0,0.35,0.63,0,0,0,0,0,0,0.02,0,0.024
1148140,3,2,10,2,2,6,3,1,1,30,4,14,7200,17,921,1.21,423.53,12.79,0.92,0.03,0.05,0.26,0,0.07,0,0,0,0.19,0,0.47,0.38,0.62,0,0,0.47,0.09,0.37,0.07,0,0,0,0,0,0,0,0.26
1148150,1,1,4,2,2,7,8,3,1,36,3,10,7300,14,806.5,1.4,521.43,11.05,1,0,0,0.23,0,0,0,0,0,0.63,0,0.14,0.12,0.84,0,0.04,0.31,0,0.63,0.04,0,0,0,0.02,0,0,0,0.63
1148180,1,1,8,2,2,5,3,2,0,19,6,15,9300,19,1329.5,1.27,489.47,14.3,1,0,0,0.24,0,0.11,0,0.02,0,0.04,0.03,0.57,0.36,0.6,0,0.04,0.78,0.06,0.04,0.11,0,0,0,0,0.02,0,0,0.237
1148250,1,3,5,2,2,5,4,3,1,28,2,12,7925,17,774.5,1.42,466.18,9.77,0.97,0.03,0,0.54,0,0,0,0,0,0,0,0.46,0.07,0.56,0,0.38,0.97,0,0,0.03,0,0,0,0,0,0,0,0.543
1148280,2,0,0,0,2,0,0,5,0,0,4,5,2300,5,255.5,1,460,11.11,0.87,0.13,0,0.35,0,0.13,0,0,0,0,0.1,0.42,0.1,0.48,0,0.42,0.77,0.1,0,0.13,0,0,0,0,0,0,0,0.348
1148330,3,3,10,2,2,7,4,3,1,14,2,2,4825,14,793.5,7,344.64,16.45,1,0,0,0.21,0,0,0,0,0,0,0,0.79,0.79,0.21,0,0,0.21,0,0,0.79,0,0,0,0,0,0,0,0.207
1148380,2,3,10,2,2,9,5,1,1,16,5,16,5950,18,715,1.13,330.56,12.02,1,0,0,0.11,0,0.04,0.5,0.03,0,0,0,0.33,0.17,0.83,0,0,0.87,0,0.04,0.04,0.03,0,0,0,0.03,0,0,0.504
1148460,1,1,4,2,2,7,8,3,1,32,2,4,12300,16,1277,4,768.75,10.38,1,0,0,0,0,0,0.76,0,0,0,0,0.24,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.764
1148480,2,1,10,2,2,5,4,1,1,17,2,9,5550,24,870.5,2.67,231.25,15.68,1,0,0,0.4,0,0,0,0,0,0,0,0.6,0.37,0.63,0,0,0.79,0,0,0,0,0,0,0.21,0,0,0,0.396
1150090,3,1,10,2,4,5,2,4,1,12,3,9,6275,26,688.5,2.89,241.35,10.97,0.95,0,0.05,0,0,0,0.72,0,0,0.1,0,0.19,0.06,0.92,0,0.02,0.78,0,0.16,0,0.05,0.02,0,0,0,0,0,0.717
1150100,1,1,4,2,4,5,6,4,1,35,5,20,10892,23,1286.61,1.15,473.57,11.81,0.86,0.14,0,0.44,0,0,0,0.04,0.02,0.03,0,0.47,0.19,0.81,0,0,0.62,0.1,0.03,0.06,0.02,0.02,0.02,0,0.04,0,0.09,0.441
1150350,1,2,6,2,4,5,4,4,1,24,1,4,11775,34,1470.5,8.5,346.32,12.49,0.94,0,0.06,0,0,0,0,0,0,0,0,1,0.45,0.55,0,0.01,0.01,0.04,0.55,0,0.41,0,0,0,0,0,0,0
1150380,2,1,10,2,2,7,5,1,1,43,7,42,21925,70,2715.5,1.67,313.21,12.39,0.93,0.07,0,0,0.06,0.04,0.02,0.01,0,0.02,0.01,0.85,0.34,0.6,0.06,0,0.06,0.52,0.2,0.07,0.05,0,0,0.05,0.01,0.06,0,0.055
1150400,3,3,10,2,4,4,4,4,2,20,5,24,12100,50,1578.5,2.08,242,13.05,0.8,0.17,0.04,0.05,0,0,0.07,0.02,0.11,0,0,0.75,0.52,0.45,0.02,0.02,0.34,0.11,0.04,0,0.32,0.04,0.11,0,0.03,0.02,0,0.112
1150490,2,3,10,2,4,5,4,4,1,27,5,22,7850,43,1305,1.95,182.56,16.62,1,0,0,0.24,0.04,0,0,0.12,0,0,0.07,0.53,0.55,0.42,0.04,0,0.31,0.38,0,0,0.04,0.07,0,0,0.14,0.04,0.02,0.242
1150620,1,1,10,2,4,5,5,4,1,39,3,20,10375,37,1431.5,1.85,280.41,13.8,0.71,0.28,0.01,0,0,0.1,0.03,0,0,0,0,0.87,0.1,0.9,0,0,0.07,0.17,0.03,0.71,0.02,0.01,0,0,0,0,0,0.101
1150720,2,1,15,2,4,5,2,4,1,17,3,16,7175,38,761,2.38,188.82,10.61,0.81,0.12,0.07,0,0,0.01,0,0.02,0,0,0,0.97,0.46,0.02,0,0.52,0.53,0.01,0.36,0.08,0,0,0,0,0.02,0,0,0.021
1150750,1,3,10,2,4,5,4,4,1,26,4,17,7225,32,1123,1.88,225.78,15.54,0.48,0.46,0.06,0.08,0,0.48,0.07,0,0,0,0,0.37,0.35,0.65,0,0,0.27,0.03,0,0.68,0,0,0,0,0,0,0.02,0.478
1150910,1,1,4,2,4,5,5,4,1,39,4,13,14000,29,2693,2.23,482.76,19.24,1,0,0,0.83,0.04,0,0,0.01,0,0,0,0.12,0.81,0.14,0.04,0,0.85,0,0.01,0,0,0.06,0,0.03,0.01,0.04,0,0.829
1150950,1,3,10,2,4,5,4,4,1,21,3,17,16725,61,2515.5,3.59,274.18,15.04,0.92,0.06,0.03,0,0,0.46,0,0,0,0,0.04,0.5,0.44,0.49,0,0.07,0.06,0.07,0,0.64,0.23,0,0,0,0,0,0,0.462
1150970,2,3,10,2,4,5,4,4,1,15,6,18,23450,44,1991,2.44,532.95,8.49,0.99,0.01,0,0,0.44,0.01,0.02,0.01,0,0,0,0.51,0.03,0.52,0.46,0,0.04,0.47,0.01,0.01,0,0,0,0,0.01,0.46,0,0.441
1151040,1,1,13,2,4,5,2,4,1,15,6,21,6975,31,864,1.48,225,12.39,1,0,0,0.09,0,0,0.26,0.02,0,0.03,0.02,0.58,0.28,0.72,0,0,0.79,0.02,0.12,0.06,0,0,0,0,0.02,0,0,0.258
1151170,2,3,10,2,4,5,4,4,1,13,5,10,9325,22,1037.5,2.2,423.86,11.13,1,0,0,0.8,0.03,0,0.02,0.03,0,0,0,0.11,0.06,0.89,0.03,0.02,0.9,0,0.02,0.02,0,0,0,0.01,0.03,0.03,0,0.804
1151190,1,0,0,0,4,0,0,5,0,0,3,7,2275,7,419,1,325,18.42,0.97,0,0.03,0,0,0.23,0,0,0,0.4,0,0.37,0.37,0.63,0,0,0,0,0.4,0.43,0,0.18,0,0,0,0,0,0.396
1151290,1,3,10,2,4,7,4,4,2,30,3,30,6835,31,1118.75,1.03,220.48,16.37,0.84,0.16,0,0,0,0.02,0,0,0.02,0,0,0.96,0.87,0.13,0,0,0.59,0,0.1,0.23,0,0,0.04,0,0.01,0,0.03,0.022
1151420,2,1,4,2,4,7,4,4,1,16,2,17,7935,25,903.65,1.47,317.4,11.39,0.46,0.48,0.06,0,0,0.17,0,0,0,0,0,0.83,0.63,0.26,0,0.11,0.65,0.06,0,0.23,0,0.03,0,0,0,0,0.03,0.17
1151460,1,0,0,0,4,0,0,5,0,0,1,2,1125,3,216,1.5,375,19.2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1151510,2,3,9,2,4,8,2,4,1,35,6,25,6650,33,933,1.32,201.52,14.03,0.93,0,0.07,0.23,0.02,0.03,0,0.01,0.01,0,0,0.7,0.44,0.53,0.02,0,0.42,0,0.07,0.3,0,0,0.07,0.01,0.07,0.02,0.05,0.226
1151600,1,3,8,2,4,7,3,4,1,24,4,19,8775,54,995.5,2.84,162.5,11.34,1,0,0,0.3,0,0.03,0,0,0,0.01,0,0.67,0.45,0.5,0,0.05,0.5,0,0.05,0.06,0.39,0,0,0,0,0,0,0.296
1151760,2,1,4,2,4,5,5,4,1,28,5,17,19525,18,1989.5,1.06,1084.72,10.19,0.99,0.01,0,0.02,0.26,0.06,0,0.01,0,0,0,0.65,0.12,0.62,0.26,0,0.21,0,0,0.06,0,0.02,0,0,0.01,0.26,0.45,0.261
1151830,1,1,10,2,4,7,8,4,1,4,4,20,26625,47,2969,2.35,566.49,11.15,0.69,0.01,0.3,0.76,0,0.01,0,0,0,0.01,0,0.22,0.1,0.9,0,0,0.87,0,0.04,0.08,0.01,0,0,0,0,0,0,0.762
1152040,3,1,4,2,4,5,2,4,1,18,5,23,13100,39,1534.5,1.7,335.9,11.71,1,0,0,0.26,0,0.14,0,0.01,0,0,0.01,0.59,0.28,0.59,0,0.14,0.61,0.01,0,0.17,0.18,0.02,0,0,0.01,0,0,0.26
1152050,1,1,4,2,4,5,4,4,1,46,6,35,9275,40,1334.75,1.14,231.88,14.39,0.71,0.16,0.14,0.09,0,0.02,0,0.05,0.05,0,0.04,0.75,0.66,0.34,0,0.01,0.36,0.12,0.19,0.11,0.04,0.02,0.05,0,0.08,0,0.05,0.086
1152170,1,3,10,2,4,7,2,4,1,33,2,13,9200,38,1899,2.92,242.11,20.64,1,0,0,0.67,0,0,0,0,0,0,0,0.33,0.65,0.35,0,0,0.72,0.05,0,0,0,0.23,0,0,0,0,0,0.668
1152230,2,3,9,2,4,6,4,4,1,34,4,30,27345,73,3860.25,2.43,374.59,14.12,0.96,0,0.04,0.04,0,0,0,0.01,0,0,0.02,0.93,0.8,0.2,0,0,0.15,0.25,0.58,0,0,0,0,0,0.02,0,0,0.037
1152360,1,0,0,0,4,0,0,5,0,0,4,10,3350,15,569.5,1.5,223.33,17,1,0,0,0.66,0,0,0,0.09,0,0,0.02,0.22,0.76,0.24,0,0,0.66,0.02,0.07,0.05,0,0.11,0,0,0.09,0,0,0.664
1155080,1,3,10,2,3,7,4,4,2,25,6,21,7550,29,970.75,1.38,260.34,12.86,0.74,0.12,0.15,0.03,0.04,0,0,0.1,0.04,0.05,0,0.74,0.41,0.55,0.04,0,0.27,0,0.05,0.04,0,0.06,0.04,0,0.16,0.04,0.34,0.099
1155110,1,1,10,2,3,7,4,4,1,42,5,57,8650,70,929,1.23,123.57,10.74,0.91,0.07,0.03,0.02,0,0,0.02,0,0,0.02,0.05,0.88,0.3,0.59,0,0.12,0.64,0.17,0.08,0,0.01,0.01,0.06,0,0,0,0.04,0.052
1155150,2,1,4,2,4,5,5,4,1,44,1,8,13325,17,1683.5,2.13,783.82,12.63,0.77,0.03,0.2,0,0,0,0,0,0,0,0,1,0.9,0.1,0,0,0,0,0.99,0,0.01,0,0,0,0,0,0,0
1155250,2,1,10,2,4,5,4,4,1,30,3,19,5825,25,807.5,1.32,233,13.86,0.9,0,0.1,0.03,0,0,0,0,0,0,0.03,0.94,0.78,0.22,0,0,0.42,0.19,0.39,0,0,0,0,0,0,0,0,0.034
1155270,1,1,5,2,3,5,4,4,1,15,4,13,8800,27,1005,2.08,325.93,11.42,0.96,0,0.05,0.62,0.03,0,0,0,0.04,0,0,0.3,0.06,0.9,0.03,0,0.88,0,0,0.03,0,0.01,0.04,0,0,0.03,0,0.619
1155360,2,0,0,0,3,0,0,5,0,0,3,22,4910,30,917.5,1.36,163.67,18.69,0.72,0,0.29,0,0,0,0,0.38,0,0,0.06,0.56,0.94,0.06,0,0,0.07,0.06,0.06,0.12,0.31,0,0,0,0.38,0,0,0.382
1155380,1,2,4,2,3,7,4,2,1,29,5,25,7450,46,1030,1.84,161.96,13.83,0.96,0.03,0.01,0.4,0,0,0,0,0.01,0.04,0.15,0.4,0.45,0.54,0,0.01,0.61,0.16,0.05,0.02,0,0.14,0.02,0,0,0,0,0.399
1155460,1,1,13,1,4,5,4,4,1,20,4,25,10150,30,1422.5,1.2,338.33,14.01,0.8,0.13,0.07,0,0,0.09,0,0.05,0.04,0,0,0.82,0.75,0.19,0,0.06,0.33,0,0.31,0.24,0,0,0.04,0,0.07,0,0.02,0.089
1155550,2,1,10,2,4,8,4,4,1,38,4,28,8460,32,1325,1.14,264.38,15.66,0.82,0.05,0.12,0.14,0,0.12,0,0,0.05,0,0,0.68,0.54,0.43,0,0.02,0.42,0.03,0.16,0.21,0.03,0,0.05,0,0,0,0.1,0.142
1155580,1,1,10,2,4,5,3,4,1,18,3,9,5475,25,674,2.78,219,12.31,0.75,0.19,0.06,0,0,0.36,0,0,0,0.53,0,0.11,0.07,0.93,0,0,0.01,0,0.53,0.46,0,0,0,0,0,0,0,0.53
1155680,1,0,0,0,3,0,0,5,0,0,3,21,11975,33,1521.5,1.57,362.88,12.71,0.85,0.03,0.12,0,0,0.01,0,0,0,0,0.05,0.94,0.21,0.79,0,0,0.11,0.73,0,0.03,0.13,0,0,0.01,0,0,0,0.05
1155700,3,0,0,0,3,0,0,5,0,0,1,1,225,1,42,1,225,18.67,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1155740,2,1,4,2,3,7,5,2,1,13,3,4,12500,25,1310.5,6.25,500,10.48,1,0,0,0.9,0,0,0,0,0,0.03,0,0.06,0,1,0,0,0.97,0,0.03,0,0,0,0,0,0,0,0,0.904
1155820,1,3,10,2,4,5,5,4,1,44,4,25,31125,63,6365,2.52,494.05,20.45,0.82,0.09,0.09,0.22,0,0,0,0.28,0,0,0.03,0.48,0.88,0.11,0,0,0.36,0.03,0,0,0,0.25,0,0,0.3,0,0.05,0.28
1155870,1,3,4,2,4,8,5,2,1,22,5,27,9200,47,1906,1.74,195.74,20.72,0.97,0,0.03,0.04,0,0,0,0.22,0.01,0,0.25,0.49,0.97,0.03,0,0,0.08,0.4,0.02,0.02,0,0.07,0.01,0.02,0.36,0,0.04,0.245
1155960,1,1,10,2,4,7,3,4,1,19,1,2,600,2,72,1,300,12,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1156020,1,3,10,2,3,7,5,2,1,25,7,62,10320,75,1537.1,1.21,137.6,14.89,0.85,0.02,0.13,0.05,0.03,0.02,0,0,0.03,0.04,0.05,0.79,0.68,0.28,0.03,0.02,0.4,0.13,0.04,0.07,0.08,0,0.03,0.03,0,0.03,0.2,0.051
1156100,2,1,10,2,4,6,12,2,1,25,5,33,23325,45,2599,1.36,518.33,11.14,1,0,0,0.1,0,0.03,0.28,0,0,0.08,0,0.52,0.12,0.88,0,0,0.63,0.03,0.11,0.21,0,0,0,0,0,0,0.03,0.279
1156150,1,1,4,2,2,7,4,2,1,19,6,27,11000,36,1232.25,1.33,305.56,11.2,0.99,0.01,0,0.3,0.07,0.01,0.04,0.01,0,0,0,0.57,0.19,0.58,0.07,0.16,0.66,0,0.04,0.16,0.01,0.04,0,0,0.01,0.07,0.01,0.302
